Block,Seq,Start,End,Strand
202,NZ_CP009541.1,823630,816627,-
202,NZ_CP012723.1,1802390,1809393,+
202,NZ_CP029323.1,1789508,1796506,+
202,NZ_CP008853.1,1801982,1808988,+
202,NZ_CP009476.1,957522,950519,-
202,NZ_CP012722.1,1802390,1809393,+
202,NC_005945.1,1802391,1809394,+
202,NZ_CP047104.1,4788544,4795547,+
202,NZ_CP001970.1,1802321,1809324,+
201,NZ_CP009697.1,4981779,4986889,+
201,NZ_CP009328.1,568307,573417,+
201,NZ_CP009315.1,3580381,3585490,+
201,NZ_AP019731.1,672920,678027,+
201,NZ_AP014833.1,3694287,3689177,-
201,NZ_CP047098.1,616355,611245,-
201,NZ_CP009325.1,3436903,3431793,-
201,NZ_CP019588.1,1775593,1780703,+
201,NZ_CP009544.1,3099672,3094562,-
201,NZ_CP012730.1,1775591,1780701,+
201,NZ_CP012724.1,1775590,1780700,+
201,NZ_CP009331.1,4901297,4896187,-
201,NZ_CP009598.1,3088809,3083699,-
201,NC_012659.1,1775547,1780657,+
201,NZ_CP047107.1,5211590,5206480,-
201,NZ_CP018903.1,1775662,1780772,+
201,NZ_CP012727.1,1775589,1780699,+
201,NZ_CP047131.1,1762382,1767492,+
201,NZ_CP014179.1,1775647,1780757,+
201,NZ_CP009981.1,2715922,2710812,-
201,NZ_CP023001.1,4768674,4773784,+
201,NZ_CP012721.1,1775590,1780700,+
201,NZ_CP010852.1,2029838,2034948,+
201,NZ_CP031642.1,1797803,1802914,+
201,NC_012581.1,2463570,2458460,-
201,NZ_CP029805.1,1775651,1780758,+
201,NZ_CP010322.1,4721201,4726312,+
201,NZ_CP031643.1,1775877,1780949,+
201,NZ_CP047111.1,1097390,1092280,-
201,NZ_CP007618.1,2246586,2241479,-
201,NZ_CP001970.2,1775713,1780823,+
201,NZ_CP006742.1,1762299,1767406,+
201,NZ_CP009902.1,5317389,5312282,-
201,NZ_CP001974.2,1775686,1780796,+
201,NZ_CP022044.1,4575880,4580990,+
201,NZ_CP008854.1,1774787,1779897,+
201,NZ_CP009464.1,4550274,4545164,-
201,NZ_CP047097.1,925732,930842,+
201,NZ_CP007666.1,648257,653367,+
201,NZ_CP008846.1,1762302,1767412,+
201,NZ_CP009341.1,4303086,4308193,+
201,NZ_CP012728.1,1775589,1780699,+
201,NZ_CP015779.1,1775579,1780689,+
201,NZ_AP018443.1,1766565,1771675,+
201,NZ_CP012725.1,1775590,1780700,+
201,NZ_CP012729.1,1775589,1780699,+
201,NC_007530.2,1775647,1780757,+
201,NZ_CP047099.1,2153150,2158260,+
201,NZ_CP009700.1,600965,595858,-
201,NZ_CP001974.1,1775473,1780583,+
201,NC_017729.1,1766292,1771399,+
201,NZ_CP012720.1,1775590,1780700,+
201,NZ_CP012726.1,1775588,1780698,+
201,NC_003997.3,1775524,1780634,+
201,NZ_CP009541.1,850430,845320,-
201,NZ_CP012723.1,1775590,1780700,+
201,NZ_CP029323.1,1762707,1767817,+
201,NZ_CP008853.1,1775185,1780295,+
201,NZ_CP009476.1,984322,979212,-
201,NZ_CP012722.1,1775590,1780700,+
201,NC_005945.1,1775591,1780701,+
201,NZ_CP047104.1,4761744,4766854,+
201,NZ_CP001970.1,1775520,1780630,+
200,NZ_CP009697.1,4965936,4977286,+
200,NZ_CP009328.1,552471,563820,+
200,NZ_CP009315.1,3564545,3575894,+
200,NZ_AP019731.1,657077,668427,+
200,NZ_AP014833.1,3710122,3698774,-
200,NZ_CP047098.1,632191,620842,-
200,NZ_CP009325.1,3452738,3441390,-
200,NZ_CP019588.1,1759757,1771106,+
200,NZ_CP009544.1,3115447,3104159,-
200,NZ_CP012730.1,1759755,1771104,+
200,NZ_CP012724.1,1759754,1771103,+
200,NZ_CP009331.1,4917132,4905784,-
200,NZ_CP009598.1,3104584,3093296,-
200,NC_012659.1,1759710,1771060,+
200,NZ_CP047107.1,5227452,5216077,-
200,NZ_CP018903.1,1759819,1771169,+
200,NZ_CP012727.1,1759753,1771102,+
200,NZ_CP047131.1,1746539,1757889,+
200,NZ_CP014179.1,1759810,1771160,+
200,NZ_CP009981.1,2731758,2720409,-
200,NZ_CP023001.1,4752839,4764187,+
200,NZ_CP012721.1,1759754,1771103,+
200,NZ_CP010852.1,2014002,2025351,+
200,NZ_CP031642.1,1781849,1793157,+
200,NC_012581.1,2479405,2468057,-
200,NZ_CP029805.1,1759815,1771164,+
200,NZ_CP010322.1,4705365,4716714,+
200,NZ_CP031643.1,1745780,1757961,+
200,NZ_CP047111.1,1113226,1101877,-
200,NZ_CP007618.1,2262422,2251073,-
200,NZ_CP001970.2,1759877,1771226,+
200,NZ_CP006742.1,1746457,1757806,+
200,NZ_CP009902.1,11305,1,-
200,NZ_CP001974.2,1759850,1771199,+
200,NZ_CP022044.1,4560044,4571393,+
200,NZ_CP008854.1,1758951,1770300,+
200,NZ_CP009464.1,4566109,4554761,-
200,NZ_CP047097.1,909895,921245,+
200,NZ_CP007666.1,632421,643770,+
200,NZ_CP008846.1,1746459,1757809,+
200,NZ_CP009341.1,4287250,4298599,+
200,NZ_CP012728.1,1759753,1771102,+
200,NZ_CP015779.1,1759742,1771092,+
200,NZ_AP018443.1,1750729,1762078,+
200,NZ_CP012725.1,1759754,1771103,+
200,NZ_CP012729.1,1759753,1771102,+
200,NC_007530.2,1759810,1771160,+
200,NZ_CP047099.1,2137313,2148663,+
200,NZ_CP009700.1,616806,605458,-
200,NZ_CP001974.1,1759636,1770986,+
200,NC_017729.1,1750456,1761805,+
200,NZ_CP012720.1,1759754,1771103,+
200,NZ_CP012726.1,1759752,1771101,+
200,NC_003997.3,1759687,1771037,+
200,NZ_CP009541.1,866265,854917,-
200,NZ_CP012723.1,1759754,1771103,+
200,NZ_CP029323.1,1746864,1758214,+
200,NZ_CP008853.1,1759348,1770698,+
200,NZ_CP009476.1,1000157,988809,-
200,NZ_CP012722.1,1759754,1771103,+
200,NC_005945.1,1759755,1771104,+
200,NZ_CP047104.1,4745907,4757257,+
200,NZ_CP001970.1,1759684,1771033,+
199,NZ_CP009697.1,4960143,4965935,+
199,NZ_CP009328.1,546678,552470,+
199,NZ_CP009315.1,3558752,3564544,+
199,NZ_AP019731.1,651284,657076,+
199,NZ_AP014833.1,3715916,3710124,-
199,NZ_CP047098.1,637985,632193,-
199,NZ_CP009325.1,3458532,3452740,-
199,NZ_CP019588.1,1753964,1759756,+
199,NZ_CP009544.1,3121241,3115449,-
199,NZ_CP012730.1,1753962,1759754,+
199,NZ_CP012724.1,1753961,1759753,+
199,NZ_CP009331.1,4922926,4917134,-
199,NZ_CP009598.1,3110378,3104586,-
199,NC_012659.1,1753917,1759709,+
199,NZ_CP047107.1,5768,1,-
199,NZ_CP018903.1,1754026,1759818,+
199,NZ_CP012727.1,1753960,1759752,+
199,NZ_CP047131.1,1740746,1746538,+
199,NZ_CP014179.1,1754017,1759809,+
199,NZ_CP009981.1,2737552,2731760,-
199,NZ_CP023001.1,4747046,4752838,+
199,NZ_CP012721.1,1753961,1759753,+
199,NZ_CP010852.1,2008209,2014001,+
199,NZ_CP031642.1,1776056,1781848,+
199,NC_012581.1,2485199,2479407,-
199,NZ_CP029805.1,1754022,1759814,+
199,NZ_CP010322.1,4699572,4705364,+
199,NZ_CP031643.1,1739984,1745779,+
199,NZ_CP047111.1,1119020,1113228,-
199,NZ_CP007618.1,2268216,2262424,-
199,NZ_CP001970.2,1754084,1759876,+
199,NZ_CP006742.1,1740664,1746456,+
199,NZ_CP009902.1,17099,11307,-
199,NZ_CP001974.2,1754057,1759849,+
199,NZ_CP022044.1,4554251,4560043,+
199,NZ_CP008854.1,1753158,1758950,+
199,NZ_CP009464.1,4571903,4566111,-
199,NZ_CP047097.1,904102,909894,+
199,NZ_CP007666.1,626628,632420,+
199,NZ_CP008846.1,1740666,1746458,+
199,NZ_CP009341.1,4281457,4287249,+
199,NZ_CP012728.1,1753960,1759752,+
199,NZ_CP015779.1,1753949,1759741,+
199,NZ_AP018443.1,1744936,1750728,+
199,NZ_CP012725.1,1753961,1759753,+
199,NZ_CP012729.1,1753960,1759752,+
199,NC_007530.2,1754017,1759809,+
199,NZ_CP047099.1,2131520,2137312,+
199,NZ_CP009700.1,622600,616808,-
199,NZ_CP001974.1,1753843,1759635,+
199,NC_017729.1,1744664,1750455,+
199,NZ_CP012720.1,1753961,1759753,+
199,NZ_CP012726.1,1753959,1759751,+
199,NC_003997.3,1753894,1759686,+
199,NZ_CP009541.1,872059,866267,-
199,NZ_CP012723.1,1753961,1759753,+
199,NZ_CP029323.1,1741071,1746863,+
199,NZ_CP008853.1,1753555,1759347,+
199,NZ_CP009476.1,1005951,1000159,-
199,NZ_CP012722.1,1753961,1759753,+
199,NC_005945.1,1753962,1759754,+
199,NZ_CP047104.1,4740114,4745906,+
199,NZ_CP001970.1,1753891,1759683,+
198,NZ_CP009697.1,4941647,4950113,+
198,NZ_CP009328.1,528186,536654,+
198,NZ_CP009315.1,3540261,3548729,+
198,NZ_AP019731.1,632785,641251,+
198,NZ_AP014833.1,3734407,3725939,-
198,NZ_CP047098.1,656476,648008,-
198,NZ_CP009325.1,3477023,3468555,-
198,NZ_CP019588.1,1735473,1743941,+
198,NZ_CP009544.1,3139732,3131264,-
198,NZ_CP012730.1,1735470,1743938,+
198,NZ_CP012724.1,1735470,1743938,+
198,NZ_CP009331.1,4941417,4932949,-
198,NZ_CP009598.1,3128869,3120401,-
198,NC_012659.1,1735426,1743894,+
198,NZ_CP047107.1,24259,15791,-
198,NZ_CP018903.1,1735526,1743992,+
198,NZ_CP012727.1,1735469,1743937,+
198,NZ_CP047131.1,1722246,1730712,+
198,NZ_CP014179.1,1735526,1743994,+
198,NZ_CP009981.1,2756043,2747575,-
198,NZ_CP023001.1,4728556,4737024,+
198,NZ_CP012721.1,1735470,1743938,+
198,NZ_CP010852.1,1989718,1998186,+
198,NZ_CP031642.1,1757391,1765861,+
198,NC_012581.1,2503691,2495223,-
198,NZ_CP029805.1,1735531,1743999,+
198,NZ_CP010322.1,4681081,4689549,+
198,NZ_CP031643.1,1719932,1728351,+
198,NZ_CP047111.1,1137511,1129043,-
198,NZ_CP007618.1,2286718,2278249,-
198,NZ_CP001970.2,1735593,1744061,+
198,NZ_CP006742.1,1722163,1730629,+
198,NZ_CP009902.1,35601,27132,-
198,NZ_CP001974.2,1735566,1744034,+
198,NZ_CP022044.1,4535760,4544228,+
198,NZ_CP008854.1,1734670,1743136,+
198,NZ_CP009464.1,4590395,4581927,-
198,NZ_CP047097.1,885611,894079,+
198,NZ_CP007666.1,608136,616604,+
198,NZ_CP008846.1,1722166,1730632,+
198,NZ_CP009341.1,4262968,4271435,+
198,NZ_CP012728.1,1735469,1743937,+
198,NZ_CP015779.1,1735458,1743926,+
198,NZ_AP018443.1,1726445,1734913,+
198,NZ_CP012725.1,1735470,1743938,+
198,NZ_CP012729.1,1735469,1743937,+
198,NC_007530.2,1735526,1743994,+
198,NZ_CP047099.1,2113029,2121497,+
198,NZ_CP009700.1,641100,632634,-
198,NZ_CP001974.1,1735352,1743820,+
198,NC_017729.1,1726174,1734642,+
198,NZ_CP012720.1,1735470,1743938,+
198,NZ_CP012726.1,1735468,1743936,+
198,NC_003997.3,1735403,1743871,+
198,NZ_CP009541.1,890550,882082,-
198,NZ_CP012723.1,1735470,1743938,+
198,NZ_CP029323.1,1722571,1731037,+
198,NZ_CP008853.1,1735064,1743531,+
198,NZ_CP009476.1,1024441,1015974,-
198,NZ_CP012722.1,1735470,1743938,+
198,NC_005945.1,1735471,1743939,+
198,NZ_CP047104.1,4721623,4730091,+
198,NZ_CP001970.1,1735400,1743868,+
197,NZ_CP009697.1,4912369,4932111,+
197,NZ_CP009328.1,498907,518649,+
197,NZ_CP009315.1,3511070,3530724,+
197,NZ_AP019731.1,603507,623251,+
197,NZ_AP014833.1,3763688,3743944,-
197,NZ_CP047098.1,685757,666013,-
197,NZ_CP009325.1,3506215,3486560,-
197,NZ_CP019588.1,1706192,1725936,+
197,NZ_CP009544.1,3169012,3149269,-
197,NZ_CP012730.1,1706189,1725933,+
197,NZ_CP012724.1,1706189,1725933,+
197,NZ_CP009331.1,4970609,4950954,-
197,NZ_CP009598.1,3158149,3138406,-
197,NC_012659.1,1706145,1725889,+
197,NZ_CP047107.1,53539,33796,-
197,NZ_CP018903.1,1706248,1725990,+
197,NZ_CP012727.1,1706188,1725932,+
197,NZ_CP047131.1,1692968,1712710,+
197,NZ_CP014179.1,1706245,1725989,+
197,NZ_CP009981.1,2785324,2765580,-
197,NZ_CP023001.1,4699275,4719019,+
197,NZ_CP012721.1,1706189,1725933,+
197,NZ_CP010852.1,1960526,1980181,+
197,NZ_CP031642.1,1725247,1744969,+
197,NC_012581.1,2532971,2513228,-
197,NZ_CP029805.1,1706339,1725994,+
197,NZ_CP010322.1,4651887,4671543,+
197,NZ_CP031643.1,1692940,1712808,+
197,NZ_CP047111.1,1166791,1147048,-
197,NZ_CP007618.1,2315911,2296255,-
197,NZ_CP001970.2,1706312,1726056,+
197,NZ_CP006742.1,1692883,1712628,+
197,NZ_CP009902.1,64882,45138,-
197,NZ_CP001974.2,1706285,1726029,+
197,NZ_CP022044.1,4506479,4526223,+
197,NZ_CP008854.1,1705391,1725134,+
197,NZ_CP009464.1,4619675,4599932,-
197,NZ_CP047097.1,856331,876074,+
197,NZ_CP007666.1,578856,598599,+
197,NZ_CP008846.1,1692889,1712630,+
197,NZ_CP009341.1,4233688,4253431,+
197,NZ_CP012728.1,1706188,1725932,+
197,NZ_CP015779.1,1706177,1725921,+
197,NZ_AP018443.1,1697167,1716909,+
197,NZ_CP012725.1,1706189,1725933,+
197,NZ_CP012729.1,1706188,1725932,+
197,NC_007530.2,1706245,1725989,+
197,NZ_CP047099.1,2083748,2103492,+
197,NZ_CP009700.1,670380,650635,-
197,NZ_CP001974.1,1706071,1725815,+
197,NC_017729.1,1696895,1716638,+
197,NZ_CP012720.1,1706189,1725933,+
197,NZ_CP012726.1,1706187,1725931,+
197,NC_003997.3,1706122,1725866,+
197,NZ_CP009541.1,919831,900087,-
197,NZ_CP012723.1,1706189,1725933,+
197,NZ_CP029323.1,1693293,1713035,+
197,NZ_CP008853.1,1705875,1725528,+
197,NZ_CP009476.1,1053633,1033978,-
197,NZ_CP012722.1,1706189,1725933,+
197,NC_005945.1,1706190,1725934,+
197,NZ_CP047104.1,4692343,4712086,+
197,NZ_CP001970.1,1706119,1725863,+
196,NZ_CP009697.1,4881372,4906098,+
196,NZ_CP009328.1,467911,492637,+
196,NZ_CP009315.1,3480074,3504800,+
196,NZ_AP019731.1,572510,597236,+
196,NZ_AP014833.1,3794681,3769958,-
196,NZ_CP047098.1,716750,692027,-
196,NZ_CP009325.1,3537211,3512485,-
196,NZ_CP019588.1,1675199,1699922,+
196,NZ_CP009544.1,3200008,3175282,-
196,NZ_CP012730.1,1675196,1699919,+
196,NZ_CP012724.1,1675196,1699919,+
196,NZ_CP009331.1,5001605,4976879,-
196,NZ_CP009598.1,3189145,3164419,-
196,NC_012659.1,1675152,1699875,+
196,NZ_CP047107.1,84532,59809,-
196,NZ_CP018903.1,1675252,1699977,+
196,NZ_CP012727.1,1675196,1699918,+
196,NZ_CP047131.1,1661972,1686697,+
196,NZ_CP014179.1,1675252,1699975,+
196,NZ_CP009981.1,2816317,2791594,-
196,NZ_CP023001.1,4668283,4693006,+
196,NZ_CP012721.1,1675196,1699919,+
196,NZ_CP010852.1,1930154,1954256,+
196,NZ_CP031642.1,1694959,1718829,+
196,NC_012581.1,2563967,2539241,-
196,NZ_CP029805.1,1675343,1700069,+
196,NZ_CP010322.1,4620891,4645617,+
196,NZ_CP031643.1,1665266,1689853,+
196,NZ_CP047111.1,1197784,1173061,-
196,NZ_CP007618.1,2346892,2322181,-
196,NZ_CP001970.2,1675319,1700042,+
196,NZ_CP006742.1,1661886,1686612,+
196,NZ_CP009902.1,95863,71152,-
196,NZ_CP001974.2,1675292,1700015,+
196,NZ_CP022044.1,4475486,4500209,+
196,NZ_CP008854.1,1674401,1699123,+
196,NZ_CP009464.1,4650670,4625945,-
196,NZ_CP047097.1,825338,850061,+
196,NZ_CP007666.1,547860,572586,+
196,NZ_CP008846.1,1661892,1686618,+
196,NZ_CP009341.1,4202695,4227418,+
196,NZ_CP012728.1,1675196,1699918,+
196,NZ_CP015779.1,1675184,1699907,+
196,NZ_AP018443.1,1666171,1690897,+
196,NZ_CP012725.1,1675196,1699919,+
196,NZ_CP012729.1,1675196,1699918,+
196,NC_007530.2,1675252,1699975,+
196,NZ_CP047099.1,2052755,2077478,+
196,NZ_CP009700.1,701377,676651,-
196,NZ_CP001974.1,1675077,1699801,+
196,NC_017729.1,1665902,1690625,+
196,NZ_CP012720.1,1675196,1699919,+
196,NZ_CP012726.1,1675195,1699917,+
196,NC_003997.3,1675129,1699852,+
196,NZ_CP009541.1,950824,926101,-
196,NZ_CP012723.1,1675196,1699919,+
196,NZ_CP029323.1,1662298,1687022,+
196,NZ_CP008853.1,1674885,1699606,+
196,NZ_CP009476.1,1084629,1059903,-
196,NZ_CP012722.1,1675196,1699919,+
196,NC_005945.1,1675197,1699920,+
196,NZ_CP047104.1,4661350,4686073,+
196,NZ_CP001970.1,1675125,1699849,+
195,NZ_CP009697.1,4874029,4879729,+
195,NZ_CP009328.1,460568,466268,+
195,NZ_CP009315.1,3472731,3478431,+
195,NZ_AP019731.1,565167,570867,+
195,NZ_AP014833.1,3802023,3796324,-
195,NZ_CP047098.1,724092,718393,-
195,NZ_CP009325.1,3544553,3538854,-
195,NZ_CP019588.1,1667856,1673556,+
195,NZ_CP009544.1,3207350,3201651,-
195,NZ_CP012730.1,1667853,1673553,+
195,NZ_CP012724.1,1667853,1673553,+
195,NZ_CP009331.1,5008946,5003248,-
195,NZ_CP009598.1,3196487,3190788,-
195,NC_012659.1,1667809,1673509,+
195,NZ_CP047107.1,91874,86175,-
195,NZ_CP018903.1,1667909,1673609,+
195,NZ_CP012727.1,1667853,1673553,+
195,NZ_CP047131.1,1654629,1660329,+
195,NZ_CP014179.1,1667909,1673609,+
195,NZ_CP009981.1,2823659,2817960,-
195,NZ_CP023001.1,4660940,4666640,+
195,NZ_CP012721.1,1667853,1673553,+
195,NZ_CP010852.1,1922811,1928511,+
195,NZ_CP031642.1,1687627,1693316,+
195,NC_012581.1,2571309,2565610,-
195,NZ_CP029805.1,1668000,1673700,+
195,NZ_CP010322.1,4613548,4619248,+
195,NZ_CP031643.1,1657922,1663612,+
195,NZ_CP047111.1,1205126,1199427,-
195,NZ_CP007618.1,2352592,2346894,-
195,NZ_CP001970.2,1667976,1673676,+
195,NZ_CP006742.1,1654543,1660243,+
195,NZ_CP009902.1,101563,95865,-
195,NZ_CP001974.2,1667949,1673649,+
195,NZ_CP022044.1,4468143,4473843,+
195,NZ_CP008854.1,1667058,1672758,+
195,NZ_CP009464.1,4658012,4652313,-
195,NZ_CP047097.1,817995,823695,+
195,NZ_CP007666.1,540517,546217,+
195,NZ_CP008846.1,1654549,1660249,+
195,NZ_CP009341.1,4195352,4201052,+
195,NZ_CP012728.1,1667853,1673553,+
195,NZ_CP015779.1,1667841,1673541,+
195,NZ_AP018443.1,1658829,1664528,+
195,NZ_CP012725.1,1667853,1673553,+
195,NZ_CP012729.1,1667853,1673553,+
195,NC_007530.2,1667909,1673609,+
195,NZ_CP047099.1,2045412,2051112,+
195,NZ_CP009700.1,708719,703020,-
195,NZ_CP001974.1,1667734,1673434,+
195,NC_017729.1,1658559,1664259,+
195,NZ_CP012720.1,1667853,1673553,+
195,NZ_CP012726.1,1667852,1673552,+
195,NC_003997.3,1667786,1673486,+
195,NZ_CP009541.1,958166,952467,-
195,NZ_CP012723.1,1667853,1673553,+
195,NZ_CP029323.1,1654955,1660655,+
195,NZ_CP008853.1,1667543,1673242,+
195,NZ_CP009476.1,1091970,1086272,-
195,NZ_CP012722.1,1667853,1673553,+
195,NC_005945.1,1667854,1673554,+
195,NZ_CP047104.1,4654007,4659707,+
195,NZ_CP001970.1,1667782,1673482,+
192,NZ_CP009697.1,4813830,4847029,+
192,NZ_CP009328.1,400364,433568,+
192,NZ_CP009315.1,3412528,3445729,+
192,NZ_AP019731.1,504972,538167,+
192,NZ_AP014833.1,3862232,3829025,-
192,NZ_CP047098.1,784305,751094,-
192,NZ_CP009325.1,3604759,3571555,-
192,NZ_CP019588.1,1607651,1640855,+
192,NZ_CP009544.1,3267563,3234352,-
192,NZ_CP012730.1,1607648,1640852,+
192,NZ_CP012724.1,1607648,1640852,+
192,NZ_CP009331.1,5069143,5035947,-
192,NZ_CP009598.1,3256700,3223489,-
192,NC_012659.1,1607597,1640808,+
192,NZ_CP047107.1,152087,118876,-
192,NZ_CP018903.1,1607711,1640909,+
192,NZ_CP012727.1,1607648,1640852,+
192,NZ_CP047131.1,1594431,1627629,+
192,NZ_CP014179.1,1607697,1640908,+
192,NZ_CP009981.1,2883872,2850661,-
192,NZ_CP023001.1,4600730,4633940,+
192,NZ_CP012721.1,1607648,1640852,+
192,NZ_CP010852.1,1887098,1920289,+
192,NZ_CP031642.1,1626105,1659291,+
192,NC_012581.1,2631513,2598310,-
192,NZ_CP029805.1,1607795,1640999,+
192,NZ_CP010322.1,4553343,4586547,+
192,NZ_CP031643.1,1602473,1634604,+
192,NZ_CP047111.1,1265339,1232128,-
192,NZ_CP007618.1,2412794,2379595,-
192,NZ_CP001970.2,1607763,1640975,+
192,NZ_CP006742.1,1594349,1627543,+
192,NZ_CP009902.1,161765,128566,-
192,NZ_CP001974.2,1607737,1640948,+
192,NZ_CP022044.1,4407938,4441142,+
192,NZ_CP008854.1,1606844,1640056,+
192,NZ_CP009464.1,4718218,4685014,-
192,NZ_CP047097.1,757783,790994,+
192,NZ_CP007666.1,480312,513516,+
192,NZ_CP008846.1,1594351,1627549,+
192,NZ_CP009341.1,4135141,4168351,+
192,NZ_CP012728.1,1607648,1640852,+
192,NZ_CP015779.1,1607629,1640840,+
192,NZ_AP018443.1,1598625,1631828,+
192,NZ_CP012725.1,1607648,1640852,+
192,NZ_CP012729.1,1607648,1640852,+
192,NC_007530.2,1607697,1640908,+
192,NZ_CP047099.1,1985200,2018411,+
192,NZ_CP009700.1,768915,735720,-
192,NZ_CP001974.1,1607520,1640731,+
192,NC_017729.1,1598354,1631558,+
192,NZ_CP012720.1,1607648,1640852,+
192,NZ_CP012726.1,1607647,1640851,+
192,NC_003997.3,1607574,1640785,+
192,NZ_CP009541.1,1018372,985168,-
192,NZ_CP012723.1,1607648,1640852,+
192,NZ_CP029323.1,1594757,1627955,+
192,NZ_CP008853.1,1607343,1640546,+
192,NZ_CP009476.1,1152173,1118971,-
192,NZ_CP012722.1,1607648,1640852,+
192,NC_005945.1,1607649,1640853,+
192,NZ_CP047104.1,4593795,4627006,+
192,NZ_CP001970.1,1607568,1640780,+
191,NZ_CP009697.1,4787301,4801488,+
191,NZ_CP009328.1,373840,388025,+
191,NZ_CP009315.1,3386005,3400191,+
191,NZ_AP019731.1,478449,492635,+
191,NZ_AP014833.1,3888754,3874569,-
191,NZ_CP047098.1,810827,796642,-
191,NZ_CP009325.1,3631282,3617096,-
191,NZ_CP019588.1,1581129,1595314,+
191,NZ_CP009544.1,3294084,3279899,-
191,NZ_CP012730.1,1581126,1595311,+
191,NZ_CP012724.1,1581126,1595311,+
191,NZ_CP009331.1,5095671,5081479,-
191,NZ_CP009598.1,3283221,3269036,-
191,NC_012659.1,1581075,1595260,+
191,NZ_CP047107.1,178609,164424,-
191,NZ_CP018903.1,1581184,1595372,+
191,NZ_CP012727.1,1581126,1595311,+
191,NZ_CP047131.1,1567906,1582093,+
191,NZ_CP014179.1,1581175,1595360,+
191,NZ_CP009981.1,2910394,2896209,-
191,NZ_CP023001.1,4574209,4588393,+
191,NZ_CP012721.1,1581126,1595311,+
191,NZ_CP010852.1,1860575,1874761,+
191,NZ_CP031642.1,1609658,1623978,+
191,NC_012581.1,2658036,2643851,-
191,NZ_CP029805.1,1581271,1595458,+
191,NZ_CP010322.1,4526820,4541006,+
191,NZ_CP031643.1,1586183,1600381,+
191,NZ_CP047111.1,1291861,1277676,-
191,NZ_CP007618.1,2439325,2425132,-
191,NZ_CP001970.2,1581241,1595426,+
191,NZ_CP006742.1,1567825,1582012,+
191,NZ_CP009902.1,188297,174104,-
191,NZ_CP001974.2,1581216,1595400,+
191,NZ_CP022044.1,4381416,4395601,+
191,NZ_CP008854.1,1580316,1594504,+
191,NZ_CP009464.1,4744742,4730557,-
191,NZ_CP047097.1,731261,745446,+
191,NZ_CP007666.1,453788,467973,+
191,NZ_CP008846.1,1567827,1582013,+
191,NZ_CP009341.1,4108614,4122800,+
191,NZ_CP012728.1,1581126,1595311,+
191,NZ_CP015779.1,1581107,1595292,+
191,NZ_AP018443.1,1572103,1586288,+
191,NZ_CP012725.1,1581126,1595311,+
191,NZ_CP012729.1,1581126,1595311,+
191,NC_007530.2,1581175,1595360,+
191,NZ_CP047099.1,1958678,1972863,+
191,NZ_CP009700.1,795439,781252,-
191,NZ_CP001974.1,1580997,1595183,+
191,NC_017729.1,1571831,1586017,+
191,NZ_CP012720.1,1581126,1595311,+
191,NZ_CP012726.1,1581125,1595310,+
191,NC_003997.3,1581052,1595237,+
191,NZ_CP009541.1,1044894,1030709,-
191,NZ_CP012723.1,1581126,1595311,+
191,NZ_CP029323.1,1568232,1582419,+
191,NZ_CP008853.1,1580819,1595005,+
191,NZ_CP009476.1,1178694,1164508,-
191,NZ_CP012722.1,1581126,1595311,+
191,NC_005945.1,1581127,1595312,+
191,NZ_CP047104.1,4567273,4581458,+
191,NZ_CP001970.1,1581047,1595231,+
190,NZ_CP009697.1,4739316,4785241,+
190,NZ_CP009328.1,325854,371780,+
190,NZ_CP009315.1,3338017,3383945,+
190,NZ_AP019731.1,430465,476389,+
190,NZ_AP014833.1,3936742,3890814,-
190,NZ_CP047098.1,858817,812887,-
190,NZ_CP009325.1,3679270,3633342,-
190,NZ_CP019588.1,1533141,1579069,+
190,NZ_CP009544.1,3342072,3296144,-
190,NZ_CP012730.1,1533138,1579066,+
190,NZ_CP012724.1,1533138,1579066,+
190,NZ_CP009331.1,5143657,5097731,-
190,NZ_CP009598.1,3331209,3285281,-
190,NC_012659.1,1533085,1579015,+
190,NZ_CP047107.1,226599,180669,-
190,NZ_CP018903.1,1533198,1579124,+
190,NZ_CP012727.1,1533138,1579066,+
190,NZ_CP047131.1,1519920,1565846,+
190,NZ_CP014179.1,1533185,1579115,+
190,NZ_CP009981.1,2958384,2912454,-
190,NZ_CP023001.1,4526222,4572149,+
190,NZ_CP012721.1,1533138,1579066,+
190,NZ_CP010852.1,1812588,1858515,+
190,NZ_CP031642.1,1561575,1607540,+
190,NC_012581.1,2706021,2660096,-
190,NZ_CP029805.1,1533283,1579211,+
190,NZ_CP010322.1,4478831,4524759,+
190,NZ_CP031643.1,1538113,1584033,+
190,NZ_CP047111.1,1339851,1293921,-
190,NZ_CP007618.1,2487315,2441384,-
190,NZ_CP001970.2,1533253,1579181,+
190,NZ_CP006742.1,1519843,1565765,+
190,NZ_CP009902.1,236287,190356,-
190,NZ_CP001974.2,1533228,1579156,+
190,NZ_CP022044.1,4333428,4379356,+
190,NZ_CP008854.1,1532326,1578257,+
190,NZ_CP009464.1,4792728,4746802,-
190,NZ_CP047097.1,683271,729201,+
190,NZ_CP007666.1,405802,451728,+
190,NZ_CP008846.1,1519843,1565767,+
190,NZ_CP009341.1,4060627,4106554,+
190,NZ_CP012728.1,1533138,1579066,+
190,NZ_CP015779.1,1533117,1579047,+
190,NZ_AP018443.1,1524110,1570043,+
190,NZ_CP012725.1,1533138,1579066,+
190,NZ_CP012729.1,1533138,1579066,+
190,NC_007530.2,1533185,1579115,+
