AssemblyID,AssemblyName,Organism,Type,GenBankID,RefSeqID,length(bp),CDSs,MobElemCount,ISTransposaseCount(GB),ISTransposaseCount(RF),ISTransposaseCount(ISsaga),Cluster,Info
GCA_002853965.1,ASM285396v1,Escherichia coli 14EC047,Chromosome,CP024155.1,na,5060393,5257,0,91,-,145/161,7 (B1),
GCA_002853965.1,ASM285396v1,Escherichia coli 14EC047,Plasmid,CP024157.1,na,88736,117,0,6,-,,7 (B1),
GCA_002853965.1,ASM285396v1,Escherichia coli 14EC047,Plasmid,CP024156.1,na,60258,79,0,1,-,,7 (B1),
GCA_002853965.1,ASM285396v1,Escherichia coli 14EC047,Plasmid,CP024158.1,na,106324,129,0,19,-,,7 (B1),
GCA_002310555.1,ASM231055v1,Escherichia coli 1943,Chromosome,CP023359.1,NZ_CP023359.1,4780635,4765,0,30,29,40/51,7 (B1),
GCA_002310555.1,ASM231055v1,Escherichia coli 1943,Plasmid,CP023360.1,NZ_CP023360.1,53914,66,0,0,0,,7 (B1),
GCA_002310555.1,ASM231055v1,Escherichia coli 1943,Plasmid,CP023361.1,NZ_CP023361.1,80602,98,0,7,7,,7 (B1),
GCA_002310555.1,ASM231055v1,Escherichia coli 1943,Plasmid,CP023362.1,NZ_CP023362.1,85570,117,0,1,1,,7 (B1),
GCA_001644725.1,ASM164472v1,Escherichia coli 2011C-3911,Chromosome,CP015240.1,NZ_CP015240.1,4863599,4693,0,0,32,53/67,7 (B1),STEC
GCA_001644725.1,ASM164472v1,Escherichia coli 2011C-3911,Plasmid,CP015239.1,NZ_CP015239.1,125977,133,0,0,9,,7 (B1),STEC
GCA_001420935.1,ASM142093v1,Escherichia coli 2012C-4227,Chromosome,CP013029.1,NZ_CP013029.1,5202850,5032,0,0,109,188/209,7 (B1),STEC
GCA_001420935.1,ASM142093v1,Escherichia coli 2012C-4227,Plasmid,CP013028.1,NZ_CP013028.1,74656,81,0,0,17,,7 (B1),STEC
GCA_001420935.1,ASM142093v1,Escherichia coli 2012C-4227,Plasmid,CP013030.1,NZ_CP013030.1,97704,111,0,0,0,,7 (B1),STEC
GCA_001679985.1,ASM167998v1,Escherichia coli 210205630,Chromosome,CP015912.1,NZ_CP015912.1,5005730,4847,0,0,71,91/106,7 (B1),
GCA_001679985.1,ASM167998v1,Escherichia coli 210205630,Plasmid,CP015913.1,NZ_CP015913.1,65888,77,0,0,3,,7 (B1),
GCA_001679985.1,ASM167998v1,Escherichia coli 210205630,Plasmid,CP015914.1,NZ_CP015914.1,129035,142,0,0,20,,7 (B1),
GCA_001679985.1,ASM167998v1,Escherichia coli 210205630,Plasmid,CP015915.1,NZ_CP015915.1,114472,120,0,0,4,,7 (B1),
GCA_001679985.1,ASM167998v1,Escherichia coli 210205630,Plasmid,CP015916.1,NZ_CP015916.1,100096,113,0,0,6,,7 (B1),
GCA_001679985.1,ASM167998v1,Escherichia coli 210205630,Plasmid,CP015917.1,NZ_CP015917.1,8972,12,0,0,0,,7 (B1),
GCA_000026245.1,ASM2624v1,Escherichia coli 55989,Chromosome,CU928145.2,NC_011748.1,5154862,4919,0,87,81,139/147,7 (B1),EAEC
GCA_000819645.1,ASM81964v1,Escherichia coli 789,Chromosome,CP010315.1,NZ_CP010315.1,5017219,4716,0,1,36,55/72,7 (B1),APEC
GCA_000819645.1,ASM81964v1,Escherichia coli 789,Plasmid,CP010317.1,NZ_CP010317.1,106397,122,0,0,1,,7 (B1),APEC
GCA_000819645.1,ASM81964v1,Escherichia coli 789,Plasmid,CP010318.1,NZ_CP010318.1,4599,7,0,0,0,,7 (B1),APEC
GCA_000819645.1,ASM81964v1,Escherichia coli 789,Plasmid,CP010316.1,NZ_CP010316.1,144859,166,0,2,9,,7 (B1),APEC
GCA_000801185.2,ASM80118v2,Escherichia coli 94-3024,Chromosome,CP009106.2,NZ_CP009106.2,4884464,4641,0,0,31,41/55,7 (B1),STEC
GCA_000801185.2,ASM80118v2,Escherichia coli 94-3024,Plasmid,CP009107.1,NZ_CP009107.1,161447,148,0,0,8,,7 (B1),STEC
GCA_002156825.1,ASM215682v1,Escherichia coli 95JB1,Chromosome,CP021335.1,NZ_CP021335.1,5347911,5124,98,14,44,148/164,7 (B1),STEC
GCA_002156825.1,ASM215682v1,Escherichia coli 95JB1,Plasmid,CP021336.1,NZ_CP021336.1,86922,103,0,0,0,,7 (B1),STEC
GCA_002156825.1,ASM215682v1,Escherichia coli 95JB1,Plasmid,CP021337.1,NZ_CP021337.1,83138,92,0,0,6,,7 (B1),STEC
GCA_002156845.1,ASM215684v1,Escherichia coli 95NR1,Chromosome,CP021339.1,NZ_CP021339.1,5467988,5248,99,16,44,146/162,7 (B1),STEC
GCA_002156845.1,ASM215684v1,Escherichia coli 95NR1,Plasmid,CP021341.1,NZ_CP021341.1,81853,89,0,0,6,,7 (B1),STEC
GCA_002156845.1,ASM215684v1,Escherichia coli 95NR1,Plasmid,CP021340.1,NZ_CP021340.1,86917,102,0,0,0,,7 (B1),STEC
GCA_001051135.1,ASM105113v1,Escherichia coli ACN001,Chromosome,CP007442.1,NZ_CP007442.1,4936576,4794,0,35,24,61/76,7 (B1),APEC
GCA_001515725.1,ASM151572v1,Escherichia coli ACN002,Chromosome,CP007491.1,NZ_CP007491.1,4879931,4677,0,41,26,67/79,7 (B1),APEC
GCA_002803905.1,ASM280390v1,Escherichia coli AMA1167,Chromosome,CP024801.1,NZ_CP024801.1,4767526,4778,0,59,59,91/102,7 (B1),
GCA_002803905.1,ASM280390v1,Escherichia coli AMA1167,Plasmid,CP024804.1,NZ_CP024804.1,1934,2,0,0,0,,7 (B1),
GCA_002803905.1,ASM280390v1,Escherichia coli AMA1167,Plasmid,CP024805.1,NZ_CP024805.1,111310,146,0,22,22,,7 (B1),
GCA_002803905.1,ASM280390v1,Escherichia coli AMA1167,Plasmid,CP024802.1,NZ_CP024802.1,2336,3,0,0,0,,7 (B1),
GCA_002803905.1,ASM280390v1,Escherichia coli AMA1167,Plasmid,CP024803.1,NZ_CP024803.1,2088,3,0,0,0,,7 (B1),
GCA_002803905.1,ASM280390v1,Escherichia coli AMA1167,Plasmid,CP024806.1,NZ_CP024806.1,51479,67,0,5,5,,7 (B1),
GCA_003336405.1,ASM333640v1,Escherichia coli AMSCJX02,Chromosome,CP031105.1,na,4784688,4822,0,74,-,101/115,7 (B1),
GCA_003336405.1,ASM333640v1,Escherichia coli AMSCJX02,Plasmid,CP031110.1,na,50124,67,0,0,-,,7 (B1),
GCA_003336405.1,ASM333640v1,Escherichia coli AMSCJX02,Plasmid,CP031109.1,na,46827,62,0,5,-,,7 (B1),
GCA_003336405.1,ASM333640v1,Escherichia coli AMSCJX02,Plasmid,CP031108.1,na,27197,41,0,0,-,,7 (B1),
GCA_003336405.1,ASM333640v1,Escherichia coli AMSCJX02,Plasmid,CP031111.1,na,95328,126,0,0,-,,7 (B1),
GCA_003336405.1,ASM333640v1,Escherichia coli AMSCJX02,Plasmid,CP031106.1,na,131411,165,0,4,-,,7 (B1),
GCA_003336405.1,ASM333640v1,Escherichia coli AMSCJX02,Plasmid,CP031107.1,na,203856,249,0,28,-,,7 (B1),
GCA_003325975.1,ASM332597v1,Escherichia coli AMSHJX01,Chromosome,CP030939.1,na,5023979,5126,0,39,-,48/64,7 (B1),
GCA_003325975.1,ASM332597v1,Escherichia coli AMSHJX01,Plasmid,CP030940.1,na,257394,295,0,20,-,,7 (B1),
GCA_000332755.1,ASM33275v1,Escherichia coli APEC O78,Chromosome,CP004009.1,NC_020163.1,4798435,4589,0,22,20,57/72,7 (B1),APEC
GCA_002796445.1,ASM279644v1,Escherichia coli AR_0019,Chromosome,CP024889.1,NZ_CP024889.1,4643903,4614,0,70,70,98/107,7 (B1),
GCA_002796445.1,ASM279644v1,Escherichia coli AR_0019,Plasmid,CP024888.1,NZ_CP024888.1,76754,107,0,2,2,,7 (B1),
GCA_002056145.1,ASM205614v1,Escherichia coli AR_0069,Chromosome,CP020055.1,NZ_CP020055.1,4658583,4724,0,26,51,74/89,7 (B1),
GCA_002056145.1,ASM205614v1,Escherichia coli AR_0069,Plasmid,CP020056.1,NZ_CP020056.1,136975,177,0,3,5,,7 (B1),
GCA_002056145.1,ASM205614v1,Escherichia coli AR_0069,Plasmid,CP020057.1,NZ_CP020057.1,31196,49,0,3,3,,7 (B1),
GCA_002055635.1,ASM205563v1,Escherichia coli AR_0118,Chromosome,CP020048.1,NZ_CP020048.1,5018461,5173,0,30,69,101/118,7 (B1),
GCA_002055635.1,ASM205563v1,Escherichia coli AR_0118,Plasmid,CP020049.1,NZ_CP020049.1,141885,195,0,7,11,,7 (B1),
GCA_002055635.1,ASM205563v1,Escherichia coli AR_0118,Plasmid,CP020050.1,NZ_CP020050.1,113431,128,0,7,11,,7 (B1),
GCA_002055635.1,ASM205563v1,Escherichia coli AR_0118,Plasmid,CP020051.1,NZ_CP020051.1,91291,116,0,0,0,,7 (B1),
GCA_002180275.1,ASM218027v1,Escherichia coli AR_0128,Chromosome,CP021722.1,NZ_CP021722.1,4967401,5019,0,71,71,105/121,7 (B1),
GCA_002180275.1,ASM218027v1,Escherichia coli AR_0128,Plasmid,CP021719.1,NZ_CP021719.1,128094,178,0,7,7,,7 (B1),
GCA_002180275.1,ASM218027v1,Escherichia coli AR_0128,Plasmid,CP021720.1,NZ_CP021720.1,216378,251,0,10,14,,7 (B1),
GCA_002180275.1,ASM218027v1,Escherichia coli AR_0128,Plasmid,CP021721.1,NZ_CP021721.1,9396,7,0,0,0,,7 (B1),
GCA_002180095.1,ASM218009v1,Escherichia coli AR_0149,Chromosome,CP021535.1,NZ_CP021535.1,5029162,5117,0,68,70,102/120,7 (B1),
GCA_002180095.1,ASM218009v1,Escherichia coli AR_0149,Plasmid,CP021536.1,NZ_CP021536.1,244955,326,0,19,20,,7 (B1),
GCA_002180095.1,ASM218009v1,Escherichia coli AR_0149,Plasmid,CP021537.1,NZ_CP021537.1,97474,123,0,0,0,,7 (B1),
GCA_002180095.1,ASM218009v1,Escherichia coli AR_0149,Plasmid,CP021538.1,NZ_CP021538.1,64372,89,0,9,9,,7 (B1),
GCA_002999075.1,ASM299907v1,Escherichia coli AR_0374,Chromosome,CP027126.1,NZ_CP027126.1,4877957,4667,0,10,73,94/111,7 (B1),
GCA_002999075.1,ASM299907v1,Escherichia coli AR_0374,Plasmid,CP027128.1,NZ_CP027128.1,1565,1,0,0,0,,7 (B1),
GCA_002999075.1,ASM299907v1,Escherichia coli AR_0374,Plasmid,CP027127.1,NZ_CP027127.1,98987,109,0,1,3,,7 (B1),
GCA_002999075.1,ASM299907v1,Escherichia coli AR_0374,Plasmid,CP027125.1,NZ_CP027125.1,44160,57,0,0,2,,7 (B1),
GCA_003288415.1,ASM328841v1,Escherichia coli AR_452,Chromosome,CP030331.1,na,4818472,4634,0,12,-,55/68,7 (B1),
GCA_003288415.1,ASM328841v1,Escherichia coli AR_452,Plasmid,CP030329.1,na,128762,140,0,2,-,,7 (B1),
GCA_003288415.1,ASM328841v1,Escherichia coli AR_452,Plasmid,CP030332.1,na,4593,4,0,0,-,,7 (B1),
GCA_003288415.1,ASM328841v1,Escherichia coli AR_452,Plasmid,CP030330.1,na,6395,4,0,0,-,,7 (B1),
GCA_003073955.1,ASM307395v1,Escherichia coli AR434,Chromosome,CP029122.1,NZ_CP029122.1,4695904,4561,0,6,45,64/74,7 (B1),
GCA_003073955.1,ASM307395v1,Escherichia coli AR434,Plasmid,CP029123.1,NZ_CP029123.1,97471,92,0,3,10,,7 (B1),
GCA_003073875.1,ASM307387v1,Escherichia coli AR436,Chromosome,CP029111.1,NZ_CP029111.1,4875835,4658,0,11,73,94/111,7 (B1),
GCA_003073875.1,ASM307387v1,Escherichia coli AR436,Plasmid,CP029110.1,NZ_CP029110.1,91246,100,0,0,3,,7 (B1),
GCA_003073875.1,ASM307387v1,Escherichia coli AR436,Plasmid,CP029112.1,NZ_CP029112.1,59626,69,0,0,3,,7 (B1),
GCA_003073875.1,ASM307387v1,Escherichia coli AR436,Plasmid,CP029109.1,NZ_CP029109.1,1565,1,0,0,0,,7 (B1),
GCA_003073815.1,ASM307381v1,Escherichia coli AR437,Chromosome,CP029108.1,NZ_CP029108.1,4688906,4566,0,7,53,82/93,7 (B1),
GCA_003073815.1,ASM307381v1,Escherichia coli AR437,Plasmid,CP029103.1,NZ_CP029103.1,89643,89,0,0,2,,7 (B1),
GCA_003073815.1,ASM307381v1,Escherichia coli AR437,Plasmid,CP029104.1,NZ_CP029104.1,76919,98,0,2,3,,7 (B1),
GCA_003073815.1,ASM307381v1,Escherichia coli AR437,Plasmid,CP029105.1,NZ_CP029105.1,2101,2,0,0,0,,7 (B1),
GCA_003073815.1,ASM307381v1,Escherichia coli AR437,Plasmid,CP029106.1,NZ_CP029106.1,1546,1,0,0,0,,7 (B1),
GCA_003073815.1,ASM307381v1,Escherichia coli AR437,Plasmid,CP029107.1,NZ_CP029107.1,93435,112,0,8,18,,7 (B1),
GCA_000725265.1,ASM72526v1,Escherichia coli B7A,Chromosome,CP005998.1,NZ_CP005998.1,4944397,5031,0,61,66,113/130,7 (B1),
GCA_000725265.1,ASM72526v1,Escherichia coli B7A,Plasmid,CP006002.1,NZ_CP006002.1,78167,94,0,18,25,,7 (B1),
GCA_000725265.1,ASM72526v1,Escherichia coli B7A,Plasmid,CP005999.1,NZ_CP005999.1,89507,107,0,3,4,,7 (B1),
GCA_000725265.1,ASM72526v1,Escherichia coli B7A,Plasmid,CP006000.1,NZ_CP006000.1,52028,67,0,9,7,,7 (B1),
GCA_000725265.1,ASM72526v1,Escherichia coli B7A,Plasmid,CP006001.1,NZ_CP006001.1,66341,85,0,7,7,,7 (B1),
GCA_001900335.1,ASM190033v1,Escherichia coli C10,Chromosome,CP010132.1,NZ_CP010132.1,5021692,4709,0,1,37,71/91,7 (B1),
GCA_001900355.1,ASM190035v1,Escherichia coli C11,Chromosome,CP010133.1,NZ_CP010133.1,5414571,5049,0,1,38,74/93,7 (B1),
GCA_001900495.1,ASM190049v1,Escherichia coli C2,Chromosome,CP010117.1,NZ_CP010117.1,4809836,4550,0,2,28,40/56,7 (B1),
GCA_001900495.1,ASM190049v1,Escherichia coli C2,Plasmid,CP010118.1,NZ_CP010118.1,8401,8,0,0,0,,7 (B1),
GCA_001900515.1,ASM190051v1,Escherichia coli C3,Chromosome,CP010119.1,NZ_CP010119.1,5349582,5227,0,2,40,81/96,7 (B1),
GCA_001900515.1,ASM190051v1,Escherichia coli C3,Plasmid,CP010120.1,NZ_CP010120.1,63684,65,0,0,5,,7 (B1),
GCA_001900535.1,ASM190053v1,Escherichia coli C5,Chromosome,CP010122.1,NZ_CP010122.1,5333488,5113,0,2,62,116/132,7 (B1),
GCA_001900535.1,ASM190053v1,Escherichia coli C5,Plasmid,CP010124.1,NZ_CP010124.1,86032,94,0,0,5,,7 (B1),
GCA_001900535.1,ASM190053v1,Escherichia coli C5,Plasmid,CP010123.1,NZ_CP010123.1,214445,216,0,0,19,,7 (B1),
GCA_001901425.1,ASM190142v1,Escherichia coli C7,Chromosome,CP010240.1,NZ_CP010240.1,5310035,5169,0,2,34,64/79,7 (B1),
GCA_001901425.1,ASM190142v1,Escherichia coli C7,Plasmid,CP010241.1,NZ_CP010241.1,62376,63,0,0,5,,7 (B1),
GCA_001900555.1,ASM190055v1,Escherichia coli C8,Chromosome,CP010125.1,NZ_CP010125.1,4901865,4591,0,2,13,21/34,7 (B1),
GCA_001900555.1,ASM190055v1,Escherichia coli C8,Plasmid,CP010127.1,NZ_CP010127.1,42655,47,0,0,0,,7 (B1),
GCA_001900555.1,ASM190055v1,Escherichia coli C8,Plasmid,CP010126.1,NZ_CP010126.1,143617,148,0,0,10,,7 (B1),
GCA_001900555.1,ASM190055v1,Escherichia coli C8,Plasmid,CP010128.1,NZ_CP010128.1,7982,9,0,0,0,,7 (B1),
GCA_001721225.1,ASM172122v1,Escherichia coli CFSAN004176,Chromosome,CP014583.1,NZ_CP014583.1,5193734,5179,0,0,54,195/214,7 (B1),STEC
GCA_001721225.1,ASM172122v1,Escherichia coli CFSAN004176,Plasmid,CP012492.1,NZ_CP012492.1,34714,46,0,0,6,,7 (B1),STEC
GCA_001721225.1,ASM172122v1,Escherichia coli CFSAN004176,Plasmid,CP012493.1,NZ_CP012493.1,52297,58,0,0,7,,7 (B1),STEC
GCA_001721225.1,ASM172122v1,Escherichia coli CFSAN004176,Plasmid,CP012491.1,NZ_CP012491.1,95721,111,0,0,0,,7 (B1),STEC
GCA_001721205.1,ASM172120v1,Escherichia coli CFSAN004177,Chromosome,CP014670.1,NZ_CP014670.1,5191331,5193,0,0,54,199/218,7 (B1),STEC
GCA_001721205.1,ASM172120v1,Escherichia coli CFSAN004177,Plasmid,CP012494.1,NZ_CP012494.1,96228,111,0,0,0,,7 (B1),STEC
GCA_001721205.1,ASM172120v1,Escherichia coli CFSAN004177,Plasmid,CP012496.1,NZ_CP012496.1,34714,46,0,0,6,,7 (B1),STEC
GCA_001721205.1,ASM172120v1,Escherichia coli CFSAN004177,Plasmid,CP012495.1,NZ_CP012495.1,52297,58,0,0,7,,7 (B1),STEC
GCA_001007915.1,ASM100791v1,Escherichia coli CFSAN029787,Chromosome,CP011416.1,NZ_CP011416.1,4947515,4730,0,0,50,71/85,7 (B1),EIEC
GCA_001007915.1,ASM100791v1,Escherichia coli CFSAN029787,Plasmid,CP011418.1,NZ_CP011418.1,47606,52,0,0,10,,7 (B1),EIEC
GCA_001007915.1,ASM100791v1,Escherichia coli CFSAN029787,Plasmid,CP011417.1,NZ_CP011417.1,293826,321,0,0,103,,7 (B1),EIEC
GCA_003342715.1,ASM334271v1,Escherichia coli CFSAN064035,Chromosome,CP031134.1,na,4923235,5003,0,61,-,80/89,7 (B1),
GCA_003342715.1,ASM334271v1,Escherichia coli CFSAN064035,Plasmid,CP031138.1,na,46157,63,0,5,-,,7 (B1),
GCA_003342715.1,ASM334271v1,Escherichia coli CFSAN064035,Plasmid,CP031139.1,na,25446,33,0,0,-,,7 (B1),
GCA_003342715.1,ASM334271v1,Escherichia coli CFSAN064035,Plasmid,CP031135.1,na,310064,350,0,12,-,,7 (B1),
GCA_003342715.1,ASM334271v1,Escherichia coli CFSAN064035,Plasmid,CP031136.1,na,109442,127,0,2,-,,7 (B1),
GCA_003342715.1,ASM334271v1,Escherichia coli CFSAN064035,Plasmid,CP031137.1,na,77958,109,0,18,-,,7 (B1),
GCA_000971615.1,ASM97161v1,Escherichia coli CI5,Chromosome,CP011018.1,NZ_CP011018.1,4885378,4699,0,0,8,22/34,7 (B1),ExPEC
GCA_000971615.1,ASM97161v1,Escherichia coli CI5,Plasmid,CP011019.1,NZ_CP011019.1,207265,180,0,0,10,,7 (B1),ExPEC
GCA_003402955.1,ASM340295v1,Escherichia coli cq9,Chromosome,CP031546.1,na,5184499,5256,0,63,-,98/111,7 (B1),
GCA_003402955.1,ASM340295v1,Escherichia coli cq9,Plasmid,CP031547.1,na,243642,263,0,11,-,,7 (B1),
GCA_003402955.1,ASM340295v1,Escherichia coli cq9,Plasmid,CP031548.1,na,221041,308,0,45,-,,7 (B1),
GCA_003402955.1,ASM340295v1,Escherichia coli cq9,Plasmid,CP031549.1,na,189020,240,0,15,-,,7 (B1),
GCA_003402955.1,ASM340295v1,Escherichia coli cq9,Plasmid,CP031550.1,na,66945,91,0,2,-,,7 (B1),
GCA_002860085.1,ASM286008v1,Escherichia coli CRE1540,Chromosome,CP019051.1,na,4942719,5051,0,34,-,101/120,7 (B1),
GCA_002860085.1,ASM286008v1,Escherichia coli CRE1540,Plasmid,CP019055.1,na,184166,254,0,8,-,,7 (B1),
GCA_002860085.1,ASM286008v1,Escherichia coli CRE1540,Plasmid,CP019052.1,na,65533,90,0,1,-,,7 (B1),
GCA_002860085.1,ASM286008v1,Escherichia coli CRE1540,Plasmid,CP019053.1,na,155802,203,0,9,-,,7 (B1),
GCA_002860085.1,ASM286008v1,Escherichia coli CRE1540,Plasmid,CP019054.1,na,116028,139,0,5,-,,7 (B1),
GCA_002787935.1,ASM278793v1,Escherichia coli CREC-591,Chromosome,CP024821.1,NZ_CP024821.1,5125266,5243,0,78,77,110/130,7 (B1),
GCA_002787935.1,ASM278793v1,Escherichia coli CREC-591,Plasmid,CP024823.1,NZ_CP024823.1,64564,96,0,4,4,,7 (B1),
GCA_002787935.1,ASM278793v1,Escherichia coli CREC-591,Plasmid,CP024822.1,NZ_CP024822.1,118156,162,0,9,9,,7 (B1),
GCA_002787935.1,ASM278793v1,Escherichia coli CREC-591,Plasmid,CP024824.1,NZ_CP024824.1,62815,88,0,5,5,,7 (B1),
GCA_002787935.1,ASM278793v1,Escherichia coli CREC-591,Plasmid,CP024825.1,NZ_CP024825.1,46161,62,0,4,5,,7 (B1),
GCA_002893905.2,ASM289390v2,Escherichia coli CV839-06,Chromosome,CP025753.1,na,4931011,4795,0,12,-,76/88,7 (B1),
GCA_002893905.2,ASM289390v2,Escherichia coli CV839-06,Plasmid,CP025751.1,na,110160,144,0,2,-,,7 (B1),
GCA_002893905.2,ASM289390v2,Escherichia coli CV839-06,Plasmid,CP025752.1,na,63821,78,0,7,-,,7 (B1),
GCA_002803805.2,ASM280380v2,Escherichia coli CV839-15,Chromosome,CP024978.1,na,4917635,4913,0,104,-,326/340,7 (B1),ETEC
GCA_002803805.2,ASM280380v2,Escherichia coli CV839-15,Plasmid,CP024975.1,na,86835,131,0,6,-,,7 (B1),ETEC
GCA_002803805.2,ASM280380v2,Escherichia coli CV839-15,Plasmid,CP024976.1,na,195578,295,0,19,-,,7 (B1),ETEC
GCA_002803805.2,ASM280380v2,Escherichia coli CV839-15,Plasmid,CP024977.1,na,62669,83,0,0,-,,7 (B1),ETEC
GCA_001900595.1,ASM190059v1,Escherichia coli D1,Chromosome,CP010134.1,NZ_CP010134.1,5060525,4822,0,4,58,102/114,7 (B1),
GCA_001900595.1,ASM190059v1,Escherichia coli D1,Plasmid,CP010135.1,NZ_CP010135.1,91607,93,0,0,0,,7 (B1),
GCA_001900595.1,ASM190059v1,Escherichia coli D1,Plasmid,CP010136.1,NZ_CP010136.1,55203,65,0,0,8,,7 (B1),
GCA_001900635.1,ASM190063v1,Escherichia coli D3,Chromosome,CP010140.1,NZ_CP010140.1,4971154,4744,0,5,38,58/70,7 (B1),
GCA_001900635.1,ASM190063v1,Escherichia coli D3,Plasmid,CP010142.1,NZ_CP010142.1,90974,101,0,0,5,,7 (B1),
GCA_001900635.1,ASM190063v1,Escherichia coli D3,Plasmid,CP010141.1,NZ_CP010141.1,174041,188,0,0,22,,7 (B1),
GCA_001900675.1,ASM190067v1,Escherichia coli D5,Chromosome,CP010145.1,NZ_CP010145.1,4817460,4549,0,3,48,75/87,7 (B1),
GCA_001900675.1,ASM190067v1,Escherichia coli D5,Plasmid,CP010146.1,NZ_CP010146.1,112874,116,0,0,15,,7 (B1),
GCA_001900675.1,ASM190067v1,Escherichia coli D5,Plasmid,CP010147.1,NZ_CP010147.1,88754,98,0,0,10,,7 (B1),
GCA_001900695.1,ASM190069v1,Escherichia coli D6,Chromosome,CP010148.1,NZ_CP010148.1,4711358,4431,0,1,16,32/46,7 (B1),
GCA_001900695.1,ASM190069v1,Escherichia coli D6,Plasmid,CP010149.1,NZ_CP010149.1,199494,209,0,0,26,,7 (B1),
GCA_001900375.1,ASM190037v1,Escherichia coli D7,Chromosome,CP010150.1,NZ_CP010150.1,4827779,4557,0,0,30,45/59,7 (B1),
GCA_002899475.1,ASM289947v1,Escherichia coli DH5alpha,Chromosome,CP026085.1,NZ_CP026085.1,4833062,4861,0,45,49,64/78,7 (B1),
GCA_002220215.1,ASM222021v1,Escherichia coli E62,Chromosome,CP022393.1,NZ_CP022393.1,4914770,4908,0,39,37,62/74,7 (B1),
GCA_002996665.1,ASM299666v1,Escherichia coli EC11,Chromosome,CP027255.1,na,4933784,4980,0,39,-,53/69,7 (B1),
GCA_002996665.1,ASM299666v1,Escherichia coli EC11,Plasmid,CP027259.1,na,6812,13,0,0,-,,7 (B1),
GCA_002996665.1,ASM299666v1,Escherichia coli EC11,Plasmid,CP027256.1,na,103336,126,0,9,-,,7 (B1),
GCA_002996665.1,ASM299666v1,Escherichia coli EC11,Plasmid,CP027257.1,na,31229,43,0,1,-,,7 (B1),
GCA_002996665.1,ASM299666v1,Escherichia coli EC11,Plasmid,CP027258.1,na,31467,46,0,0,-,,7 (B1),
GCA_000831565.1,ASM83156v1,Escherichia coli ECC-1470,Chromosome,CP010344.1,NZ_CP010344.1,4803751,4391,0,29,33,54/65,7 (B1),
GCA_000831565.1,ASM83156v1,Escherichia coli ECC-1470,Plasmid,CP010345.1,NZ_CP010345.1,100061,115,0,4,6,,7 (B1),
GCA_003122105.1,ASM312210v1,Escherichia coli ECCRA-119,Chromosome,CP029242.1,na,4893130,4939,0,77,-,95/112,7 (B1),
GCA_003122105.1,ASM312210v1,Escherichia coli ECCRA-119,Plasmid,CP029243.1,na,146268,199,0,20,-,,7 (B1),
GCA_003122105.1,ASM312210v1,Escherichia coli ECCRA-119,Plasmid,CP029244.1,na,139629,170,0,25,-,,7 (B1),
GCA_003122105.1,ASM312210v1,Escherichia coli ECCRA-119,Plasmid,CP029245.1,na,46161,63,0,5,-,,7 (B1),
GCA_002011945.1,ASM201194v1,Escherichia coli Ecol_224,Chromosome,CP018948.1,NZ_CP018948.1,4891786,5059,0,32,50,69/84,7 (B1),
GCA_002011945.1,ASM201194v1,Escherichia coli Ecol_224,Plasmid,CP018946.1,NZ_CP018946.1,87114,120,0,0,0,,7 (B1),
GCA_002011945.1,ASM201194v1,Escherichia coli Ecol_224,Plasmid,CP018947.1,NZ_CP018947.1,143972,214,0,6,16,,7 (B1),
GCA_002011945.1,ASM201194v1,Escherichia coli Ecol_224,Plasmid,CP018942.1,NZ_CP018942.1,4063,4,0,0,0,,7 (B1),
GCA_002011945.1,ASM201194v1,Escherichia coli Ecol_224,Plasmid,CP018944.1,NZ_CP018944.1,27133,32,0,2,2,,7 (B1),
GCA_002011945.1,ASM201194v1,Escherichia coli Ecol_224,Plasmid,CP018943.1,NZ_CP018943.1,6647,12,0,0,0,,7 (B1),
GCA_002011945.1,ASM201194v1,Escherichia coli Ecol_224,Plasmid,CP018945.1,NZ_CP018945.1,55436,72,0,2,4,,7 (B1),
GCA_002011945.1,ASM201194v1,Escherichia coli Ecol_224,Plasmid,CP018941.1,NZ_CP018941.1,4062,4,0,0,0,,7 (B1),
GCA_002011945.1,ASM201194v1,Escherichia coli Ecol_224,Plasmid,CP018940.1,NZ_CP018940.1,2883,4,0,0,0,,7 (B1),
GCA_002012005.1,ASM201200v1,Escherichia coli Ecol_517,Chromosome,CP018965.1,NZ_CP018965.1,4794957,4922,0,14,55,104/114,7 (B1),
GCA_002012005.1,ASM201200v1,Escherichia coli Ecol_517,Plasmid,CP018963.1,NZ_CP018963.1,54644,66,0,1,5,,7 (B1),
GCA_002012005.1,ASM201200v1,Escherichia coli Ecol_517,Plasmid,CP018964.1,NZ_CP018964.1,118495,184,0,13,19,,7 (B1),
GCA_003355175.1,ASM335517v1,Escherichia coli Es_ST2350_SE1_NDM_03_2018,Chromosome,CP031321.1,na,4733230,4722,0,27,-,39/49,7 (B1),
GCA_003355175.1,ASM335517v1,Escherichia coli Es_ST2350_SE1_NDM_03_2018,Plasmid,CP031323.1,na,82461,112,0,11,-,,7 (B1),
GCA_003355175.1,ASM335517v1,Escherichia coli Es_ST2350_SE1_NDM_03_2018,Plasmid,CP031322.1,na,75645,94,0,7,-,,7 (B1),
GCA_003351385.1,ASM335138v1,Escherichia coli Es_ST410_NW1_NDM_09_2017,Chromosome,CP031231.1,na,4800614,4856,0,59,-,88/101,7 (B1),
